,text,sentiment
8592,plans offer direct flights jfk daytonabeach florida starting next february,1
8593,thank opening conversation hope make right,1
8594,checked yesterday looked like something change,1
8595,oh thought,0
8596,ceo battles appease passengers wall street waterbury republican american,1
8597,bos ord,1
8598,thanks line moved quick already done,2
8599,follow,1
8600,nope none found,0
8601,may need minute layover min delay first flight,0
8602,may make connection need find options yet one,0
8603,nope currently sitting gate,1
8604,names angel seriously cool truly fantastic service,2
8605,extraspeed line closed tampa gives,0
8606,sent email,1
8607,thank,2
8608,thanks,2
8609,also emergency exit seats thats huge win,2
8610,friendly engaging personable handled clarifying questions baggage fees well took interest,2
8611,dont know confirmation number names flight attendants supervisor,1
8612,would love respond link supervisor tore ticket refused give names hid badge,0
8613,hey dre seatac check needs raise stat dude gave amazing customer service made feel valued,2
8614,respond friend lisapal cant respond directly,0
8615,ceo pilots among ardent fans wall street poughkeepsie journal,1
8616,magic eight ball never steered wrong,2
8617,wan na help reimburse money cause band lose,0
8618,guys know musicians sensitive safety instruments flying good reason,0
8619,ask jbeatz teach marketing university gladly consult customer service treat passengers,0
8620,loves respond positive tweets ignore problems w customers ask nola musician jbeatz shameful,0
8621,im game youre buying,1
8622,thanks,2
8623,marks th year new bluemanity plane design sun sentinel,2
8624,call made inflight crew fact asked us didnt bring,0
8625,last week bought plane ticket round trip fl amp fun look price today went nothappy,0
8626,youre welcome,2
8627,ever looking interns,1
8628,greatest airline ever truebluepoints jetbluemember,2
8629,free wifi board best thing thats happened since sliced bread,2
8630,middle seats sfo gt bos fun keeps getting credits would much rather working tv,0
8631,disappointed werent allowed bring aircraft approved carseat empty plane cool,0
8632,beatriz susan gate mco,2
8633,handled xjareds question like social media pros good practice transportation systems run friendly ais,2
8634,maybe supervisor find international checkin ftl hasnt moved minutes yet employees picked pizza,0
8635,third flight row wife tv working,0
8636,wonderful thing,2
8637,personal email contact complaint know,0
8638,whats website cant access flight info,0
8639,thought,1
8640,flight booking problems flights dc visit easter weekend started difficult ended well guys big fan,2
8641,im getting depends vibe fair enough,1
8642,flyfi thank seattle udub come cameronroe,2
8643,caymanislands know bar wish,2
8644,great flight orlando hartford weeks ago great get time arrive early,2
8645,increase charter service cuba travel agent,1
8646,guys continue impress crew mco gate helped family seat issues professional,2
8647,loving free wifi legroom seattlebound,2
8648,missing point flight left hour late flight allowed late flight still charge hrs,0
8649,get leg room tonight b,1
8650,nd time flying jetblue year armrest tv controller doesnt work agianand thats main reason fly jetblue,0
8651,jetblue thats said last night though,0
8652,cinnabon two team serve cinnabons flights bonsinthesky,0
8653,anything flyfi,2
8654,hey guys remembered lol bos flights delayed turn heat feels hotter pr,0
8655,thanks,2
8656,celebrates year anniversary new livery cnnmoney,1
8657,spoken reps im allowed check bag tsa checkpoint guarantee talking someone,0
8658,min line stood drop bag,0
8659,credit replying ill look forward hopefully one flight home tonight,2
8660,great flight always thank great crew flight travel jetblue,2
8661,got txt min sched dpt saying plane arrived jfk late flightr txt w dpt gate change dpt flight,0
8662,allowed drop bag flight running min late flight turns left hour late flight,0
8663,youre killing got smitten trueblue,2
8664,son left ipad flight jfk fll monday called left message heard back seat,0
8665,min response time im impressed im official trueblue jetblue gets social,2
8666,thanks listening doesnt mean dont appreciate,2
8667,taken care dropped call total half hour wait love jetblue,0
8668,thank incredible customer svc gate flight mint experience magic,2
8669,jetblue next see slog jfk city goes,2
8670,social media takes flight fly likeagirl brand lesson learn smm brand,1
8671,lekvhg want see cost would change flight,1
8672,stood last night im giving second chance im boy tweeting airline asking fly home,0
8673,waited min got disconnect,0
8674,huge thanks crew flight flew dca sju monday night snow could plane,2
8675,cant make changes website still charged dollars using phone,0
8676,planning btw excellent service crew dca sju sxm,2
8677,yes yes great trip thanks lift,2
8678,hotspot free wifi makes happy jfk itsthelittlethings,2
8679,agents iad compounded problem making announcements jetbluemess,0
8680,heads page longer exists,0
8681,deal,1
8682,drwinston think well need selfie proof,1
8683,philpete wonder thats pilot tweeting back legal tweet fly plane front stops suddenly,0
8684,gorgeous day hope flight back tomorrow pleasant thanks,2
8685,say update dont work dont get paid jet blue money flight argh,0
8686,news gate options,0
8687,okayim actually tea kinda guy anyway thanks,2
8688,well im glad got sit airport place else id rather,0
8689,guessing call someone,0
8690,scheduled,0
8691,iad jfk still hasnt boarded whats todays excuse gon na get work,0
8692,every time fly jfk even speed doesnt work waiting min nogood,0
8693,change flight already printed boarding pass,1
8694,always pleasure,2
8695,lovely,2
8696,dumps amex nassau news live,1
8697,justdippin drops new video upcoming project thetakeover produced yponthebeat rt,1
8698,end partnership american express,1
8699,marks th birthday blumanity paint job dallasnews blog,1
8700,ceo battles appease passengers wall street,1
8701,change air travelers investors bloombergnews,1
8702,finally taking lasfllsju letsgo,2
8703,anywhere warm cause freezing nyc,1
8704,clients got zero years career never thought possible suitcases worth thousands italian clothing robbed,0
8705,flights fly way bostonlogan mind taking ocean approach sleep,1
8706,mention fact paid extra fly jetblue thinking reliable,0
8707,even went airport phone hrs help everyone said different things,0
8708,people kept saying due weather flights going directly boston even flight,0
8709,understand everyone said different things flight late flightr night one us got take,0
8710,disappointed flight back boston pr cancelled flightledrebooked next daydelayed one compensation,0
8711,great trip today thanks crew flying us home fantastic,2
8712,celebrates year anniversary new livery digital journal,1
8713,awe guys great cant wait travel soon,2
8714,yes announced take youre thank,2
8715,also thanks prompt replies im really impressedand youre brushing much appreciated,2
8716,booked orbitz email correct theres middle party,1
8717,since ive angry tweeted airline apparently read mind could bitch thank credit,2
8718,jfk airport right,1
8719,thats pretty nice flight credits automatically given flight also wish lounge could sleep,1
8720,valentinesday email point amp clever thanks amazing jetblue loveisintheair,2
8721,claimed happy way treated,0
8722,ripped suitcase yelled attitude geraldine employee baggage centerworst airline jetblue,0
8723,shout crew flight headed back big apple kept glass half full whole flight jetbluejfk,0
8724,makes sense sucks though ill stuck airport hours late flight meeting,0
8725,thank help quick response,2
8726,new ceo seeks right balance please passengers wall daily journal,1
8727,flight ewr fll,1
8728,kleinerin hi know pastor homeschool mom might like spirited em contact prefundia,1
8729,dont know u define controllableirregularity,1
8730,gate agent said original plane got deicing fluid engine created short took plane service,0
8731,big shoutout crews bosgtjfk amp jfkgtroc amp gate crews c bos amp jfk long day delays made better,2
8732,hour delay supposed land pm still boarding epicfail,0
8733,first airline use applepay flight airlines,2
8734,hope system wasnt hacked cause someone elses passport info reservation amp couldnt get boarding pass,0
8735,thanks us hang tampa airport forever today really awesome experience,2
8736,new ceo seeks right balance please passengers wall alaska highway news,1
8737,honestly im glad didnt cancelled flight flight ill driving home,0
8738,bag delivered items stolen first look kate spade bag bottle spiced rum wtf,0
8739,im disappointed flight cancelled flighted mostly excited listen song im blue flying jetblue,0
8740,leopoldsic friend picture phillip heller jfk ifc said delicious,2
8741,flight delayed x still taking time amp greeting seat yes gum amp garbage,0
8742,awesome thanks thanks quick response guys rock,2
8743,sent,1
8744,app reminded flying fll weeks chillycvz thankgoodness mypompanobeach family friends sunshine,2
8745,sure email screenshot link,1
8746,wanted say flight attendant fitz best tonight flight bwibos great guy made flight fantastic,2
8747,bag supposedly boston,0
8748,received invitation participate erewards legit jetblue double checking bc site looked different,1
8749,dont know one would tell coming would guess thats changes flights,0
8750,get sunday due weather ok monday theyre busy crazy,0
8751,emails way,1
8752,supervisor humiliated us uncompromising completely blindsided,0
8753,offered pay tix airport bc never told reservation didnt go told could pay pp,0
8754,right completely pissed,0
8755,ive shampoo winter coat deodorant flatiron rest stuff since sat,0
8756,sil bought tix us nyc told gate cc declined supervisor accused us illegal activity,0
8757,dispatcher keeps yelling hung,0
8758,call still warehouse might going tonight,0
8759,couldnt sun supposed mon pm today,0
8760,flight dca bos heat ohno bundleup leastthebeverageswillbecold,0
8761,yep tomorrow,1
8762,analystdoc unfortunately thats available option current system sorry guys thats certain fail fix plz,0
8763,received horrible customer service lax reservation cancelled flighted without notification despite confirmation number,0
8764,flight cancelled flighted need file claim credit im entitled per yr bill rights issued,0
8765,take info beginning cut call back medical practice frequent flyers,0
8766,definitely new favorite airline,2
8767,try thanks else fails old fashioned method tomorrow morning,2
8768,date cant update via google play,1
8769,issues mobile boarding passes app keeps crashing try accessing thanks,0
8770,becomes first airline accept apple pay future travel experience,1
8771,well new baggage fees fare structures reduced legroom turned every hated carrier us congrats,0
8772,thank excellent customer service resolved issue quickly,2
8773,yes well operating outside terminal targeting vulnerable passengers better thieves,0
8774,thats option us help fix wouldve made change earlier given accurate info,0
8775,well saying flight going cancelled flighted amp changing earlier missed chance get tomorrow,0
8776,tell employees,0
8777,even citi responded quicker via twitter fail still hold hoping one books flight jetblue fail,0
8778,ah yes put bags floor instead overhead bin one trips safetyfirst sarcasm,0
8779,exactly leave note,0
8780,accepting apple pay mobile enterprise,1
8781,guys really bad jetblue fail someone better call wife back get handled waits hold,0
8782,fail wife phone asking switch flight times mid switch gets disconnected cancelled flightled new time call back,0
8783,thats great thank,2
8784,tried us towed think ill flying terminal risk fine corrupt police official,0
8785,selfie flight jfk orlando supertzar,1
8786,ticket issued whilst delivering customers,0
8787,understand policy targeting passengers good business addressed security,0
8788,jetblue fan maybe next time ill fly virginamerica real customer service,0
8789,agree frequent tweeter discount could fly see friends tinmanironman meggersrocks,2
8790,understood could go put standby list hours prior flight,0
8791,whole plane hoping better luck return flight sunday,0
8792,im penalized packing lightly bag paying extra seat,0
8793,dropping passengers small baby infants san juan terminal unloading baby officer writes ticket,0
8794,tv wifi spotty nice feature x country flight still wont keep us away lovejetblue,0
8795,technically could drive jfk put request tomorrows flight,0
8796,pay extra space forced put backpack seat bag flight unprofessional,0
8797,b morning boston beautiful san diego really bummed satellite broken,0
8798,knew done gate correct time gate open,1
8799,philly lost read program customers get hot tea great crewmembers top notch info amp books,2
8800,flight njb heres looking blue kid departs mco enroute bostonlogan,1
8801,punta cana enjoy weather n see wifes family,1
8802,glad see going fix professorpaul please dm confirmation check,2
8803,lost business enjoy profits,0
8804,would drive hours jfk board jetblue vegas instead closer hartford airport cramming seats planeno,0
8805,sure tsapre works airlines jetblue different,1
8806,call thank,2
8807,yes today flight full said gate,0
8808,departing flights boston heavily delayed flying tomorrow morning,1
8809,still love guys get vegas already,2
8810,gary serving us fll airport counter really true blue makes feel home even jetblue flight delayedl,2
8811,way switch earlier flight jfk even checked bag,1
8812,flight delay horrible planning jet blue jetblue,0
8813,insane craziness ive seen jet blue today newark delayed hours waiting pilot jetblue,0
8814,hi upcoming flight west palm hpn flyfi,1
8815,tried lovely customer service thank,2
8816,happy accommodate peanuttreenut allergies flight st online cover air provider,2
8817,professorpaul always happy help,2
8818,landed thank anyway btw flight staff flight wonderful despite full day heavy load,2
8819,delayed arrives,0
8820,ellahenderson highlight delayed freeconcert,0
8821,whose performing,0
8822,nd bag st bag full,1
8823,flight first officer even airport wow unreal staff waited boarded announce delayed,0
8824,ceo battles appease passengers wall street,2
8825,tsapre work every airline pay good money spent mins phone fix zero success,0
8826,thats right game set match,1
8827,yes times need one call help change flight cant online thanks,0
8828,pls send tech baggage office poor guy trying print claim amp cant need get home upgrade hp printers mfps,0
8829,vincenzolandino cbarrows take places united simply cantlike nonstop st lucia,2
8830,flight njb blue la la departs mco enroute san juan international airport,1
8831,makes happy hope arent empty promises,2
8832,dropped x past hour,0
8833,want work jetblue social team rt jetblue vincenzolandino,1
8834,call well hook,1
8835,ive called x amp waited hold min time disconnected time enraging need speak someone help,0
8836,usa help line accidentally booked flight thursday instead wednesday want switch,1
8837,wellpriced flights oahu could best friends vincenzolandino,1
8838,dont need anybody else,2
8839,idea plane flight coming thought flight jfk wouldnt explain delay,0
8840,spoke rep phone suggested voice concern via email us site moments ago,1
8841,pls find bag need get home frustrating hope bag somewhere nynjairports leaving jfk wo luggage,0
8842,tried calling multiple times wait finally connects get hung,0
8843,airways sees significant drop short interest jblu mideast time,1
8844,yet notify im new,1
8845,thanks,2
8846,dont worry im gon na share row,1
8847,base already like style jetblue,2
8848,hold min couple rings mailbox set yet customer service forwarding cell phones cmon,0
8849,home airport count badge system tb account says flights ive taken year,1
8850,bag check cut minutes original departure time estimated time shown online,1
8851,know guys jet lol love much help brother hot weather great nightlife hour flight,1
8852,airways adds new charter flight cuba travel wires blog,1
8853,jetblue guess need book flight somewhere warm asap suggestions,1
8854,love traveling jetblue cant wait go paris oui oui nyc awesomeee,2
8855,customer service ment anything would try quoting policy never effective customer service,0
8856,thank possibility change,1
8857,thanks,2
8858,good,1
8859,thanks upgrade far good keepitup,2
8860,cinziannap thank like quick response twitter,2
8861,could beginning bluetiful relationship lifeneedsfrosting,2
8862,apparently,0
8863,delayed flight,0
8864,continue button generated trip plan trip page regardless far along flight booking problems process hint end,0
8865,marks th birthday airbus painted blumanity paint job,1
8866,would fly washington dc see actual constitution declaration independence honor us navy friend,1
8867,name tailfin,1
8868,new ceo robin hayes battles appease passengers wall street business savannah,1
8869,looking next flyingitforward flier dc tell us youd fly amp geekandahalf,1
8870,haha youre everything right dont change thing slash twitter engagement makes even cooler bestairline,2
8871,thank sent msg,2
8872,get email thought wasnt supposed reply,1
8873,applied job pdw could go follow id really love job ilovejetblue,1
8874,connecticut,1
8875,would fly somewhere hotter puerto rico come lol,1
8876,great smooth flight,2
8877,would go rd time jamaica volunteer w risk youth flyitforward dc stpatricksfoundation rotary,1
8878,airways short interest january jblu sleekmoney,1
8879,would love fly best friend home pvd weekend,2
8880,depart washington dc,1
8881,remember im doubtful hopeful,0
8882,thank service credit pamgrout positive thoughts,2
8883,ill give u chance dont think ill fall backtodelta,0
8884,great thanks,2
8885,kylejudah responsible replacing,0
8886,kylejudah new stroller travel credit doesnt help cover cost new stroller crew ruined therefore,0
8887,kylejudah spoke baggage claim center gave travel credit responsible cost,0
8888,heard charge st bag tighter seats need loyal jb customer anymore,0
8889,im getting info website needing check alerts would much beneficial,1
8890,something going alerts flights delayed several times parents im receiving alerts,0
8891,love flying great service,2
8892,new ceo seeks right balance please passengers wall times colonist,1
8893,haha figured meaning theres return flights charlotte like na week plus,1
8894,rocking tim mcgraw hold music,1
8895,thank livery culture crewmembers embody daily thanksdave,2
8896,tomorrow ric bos looking good better rescheduling,1
8897,hard tell told wifi worked one side plane,0
8898,learning famous apology social media marketing twitter asset jet blue phdmama,0
8899,learning awesome twitter management today social media marketing class keep good work sxu phdmama,2
8900,normally late flightst flight experience worst hours runway wifi amp tv working properly,0
8901,kylejudah doesnt matter directed principle matter gate checked stroller,0
8902,bluemanity brought tears eyes jetblue commitment giving back crewmembers community aww inspiring,2
8903,days maybe,0
8904,vegecomgirl,1
8905,well try see soon jayvig,1
8906,jayvig like inflight snacks im flying guys jvmchat,2
8907,jayvig roxydigital awww r realtime appreciation jetblue rockingthetweets jvmchat,2
8908,roxydigital good want extra peanuts flight lol jvmchat,1
8909,jayvig yes great realtime example thanks awesome jetblue jvmchat,2
8910,alittle money book flights way,1
8911,roxydigital haha didnt disappoint well done jvmchat,2
8912,little month ago jetblue guys great thanks everything,2
8913,figured delay listed almost hrs thanks great cheers,0
8914,flight says delayed estimated departure listed arrive airport late flightr,1
8915,new ceo seeks right balance please passengers wall weyburn review,1
8916,glitches website flight booking problems travel amp checking nothing ur site amp airport communicated nightmare,0
8917,thank,2
8918,okayyyy huge irons way promise shenanigans,1
8919,get copy last flight showing original time delay need work thanks,1
8920,much paid fees plus hotel food changes could flown reliable airline nojetblue,0
8921,ceo battles please wall st flyers nzherald,1
8922,huge fan great brands people great things guys rock happy share love,2
8923,dealing cancelled flightled flight since last night amp booked flightwouldve least liked see ella perform lol,0
8924,tough choices simultaneously business traveler best experience long time wishmyflightwaslonger,2
8925,thanks great service already lovejetblue,2
8926,didflyfi worked well free aboard flight,2
8927,telling got get another hotel foodso spend money guys made miss connection,0
8928,already spent stay hotel last night due guys rescheduling flight since cancelled flightation ive spent almost,0
8929,seems likely,2
8930,rude unhelpful suggested catch flight tomorrow supposed home today work waiting,0
8931,ceo battles appease passengers wall street,1
8932,unfortunately hoping catch one sometime near future,1
8933,flight delayed hours insane every flight made nyc,0
8934,ellahenderson ah wish good luck,1
8935,continue,0
8936,ok great thanks great flight fyi im excited fly frustrated able check,1
8937,want deal customer service agents practical knowledgeprovide direct contact,0
8938,got flight reschedule flight form pit fll flight mechanical problems delayed hour missed connect,0
8939,well lucky fly jbi guess would even squished airline,2
8940,phone agent pls peggy pleasant informative delivered,2
8941,hopefully next time send future itineraries next one planned im,1
8942,ellahenderson omg wish flight today haha theres always next time fun lft,2
8943,request nothing rescheduling customer service bad attitude today badservice,0
8944,busy due storm customer service always point ever getittogether,0
8945,fine fly haha come random hemophilia need extra assistance,1
8946,oh hell im waiting get hung speaking rudeservice people,0
8947,new ceo seeks right balance please passengers wall daily journal,1
8948,thank miss much link blog changed,2
8949,internal bleed foot flying next tuesday leeds come randomly,1
8950,thank,2
8951,cant view seat selectionchange seat flight tomorrow look,1
8952,whats link flyfi,1
8953,todays jetblue flight nycgtbos delayed app says time website says,0
8954,offer service daytona beach new york albany business review,2
8955,please provide direct email explain,0
8956,hear new thing planes flyfi check flight im going take,1
8957,ceo weighs profits flyers chronicleherald registration,1
8958,flight delay due pilots oversleeping apparently uncontrollable irregularity eligible delay compensation,0
8959,sitting plane jfk waiting take doors open catering stocking delayed couldnt nicer,0
8960,really caring,1
8961,worries delay minor dealt nicely captain flight way,2
8962,thanks flight leaves shes arriving airport early wedding vt sept grateful fly btv,2
8963,ceo weighs profits flyers chronicleherald registration,1
8964,really getting nerves nothappy,0
8965,new ceo seeks right balance please passengers wall greenfield daily reporter,1
8966,better time call flight friday need change worried may hold,0
8967,one agents available speak,0
8968,dm possible arent following,1
8969,fortunately staff like lynn deedee actually understand customer service simply nice,1
8970,hung another waste hour time supposed book one way award flight badwebsite,0
8971,never received horrible service treated poorly richard p today excuse attitude amp ripping tickets,1
8972,youre killing inside,0
8973,new americanair like new spiritairlines love aa impressed subpar planes gate agents,0
8974,moved delta direct thank accommodations,2
8975,agree richard p literally ripped tixs faces made rude inappropriate comments us family awful,1
8976,flight phoenix deboards passengers going salt lake city cant resolve simple bathroom issue fail,0
8977,always fun get screwed earlier flight isnt full crummyservice whydidntiflysouthwest goodluckamericanair,0
8978,shout cathy vegas airport checkin hooking us,1
8979,oki know doors close minutes takeoff stop telling flight leave minutes havent boarded,0
8980,finally got phone hour wait time,0
8981,stuck minutes due lavatory issues beverages snacks customer service flt pho fail refund,0
8982,issuing travel advisory clt thursday significant snow storm way wednesday night,1
8983,ive hold change date ticket hours someone please assist unacceptable,0
8984,thanks making impossibly expensive change flight leaving less hrs earlier reservation lesscustomer,0
8985,well miss gate agents rebooked boarding pass waiting landed time lunch amp beverage easy cheesy,2
8986,cant get anyone phone help award travelpurchased extra miles minutes late flightr miles needed raised,0
8987,havent issued travel advisory charlotte wednesday night thursday inches snow,0
8988,need help ticket dm,1
8989,deedee lynn great phx richard p jerk rude us parents reason,0
8990,thanks making miss meeting dallas dollars toilet,0
8991,two tight connections charlotte frankfurt,0
8992,said way get plane leave would make connection fee instead earlier late flightr,0
8993,thank calling cheapoairchat,2
8994,ur response inconvenience matter u wanted sit xtra nights city wout comp donotflyusair,0
8995,forgot password dont know username correct want use miles,1
8996,question friend flight got cancelled flightled book flight leaving chs philly germany,1
8997,yes confirmation number,1
8998,know suicide second leading cause death among teens,1
8999,getting sorted thanks,2
9000,sadly im currently booked one flights tomorrow changing,0
9001,certainly impression shes,1
9002,standby far two us snow storm hitting iowa tomorrow could stuck two days,0
9003,thank,2
9004,know left something last flight literally run make connection retrieve please,1
9005,cant check online flight tomorrow,0
9006,standing gate min trying go standby bc miss connection help fly us airways,0
9007,assured pleasant woman gate b albany ny lifes perfect id heard enough,0
9008,get receipt change fee originally booked miles,1
9009,u didnt bother following booked delta delta understands cust srv provided lunch delays amp upgraded seats,0
9010,even offered fly another airport said couldnt explanation cant,1
9011,travel advisory coming carolinas bad weather,1
9012,error w preferred status amp im able reach agent via phone travel friday need resolved contact info,0
9013,americanair pilot forget log book waiting plane mins alsonodrinkcartcomingaround,0
9014,already one person said couldnt anything another said didnt know first person talked said,0
9015,ashleykatherton hour hold far,0
9016,rt dmoukdarath nice another delay usair second one trip left engine leakingwhats next usair nothappy,0
9017,want love minutes hold help understand switched loyalty programs,0
9018,minutes nice customer service got going,0
9019,minutes hold far still havent spoke human never using,0
9020,email address page,1
9021,idea upset frustrated right ill sure follow never flying,0
9022,person go number one standby list number twelve three hours super platinum diamond status,0
9023,forget reservations thank great leadership company ive cancelled flighted flight thank,0
9024,great job today team challenging weather delay flight charlotte travel friendlyteam,2
9025,airport snow removal method keep good work folks cessnas become,1
9026,cant even accommodate us letting us fly another airport horrible service fault,1
9027,saturday snow dc area excited flight cancelled flightled sad went missing,0
9028,americanair love guys amp im gon na let finish ive hold hour trying book flight w voucher,0
9029,helpful employee changed boarding zone would space pump disciplined fail,0
9030,need talk person bag waiting hold two hours bag sb delivered last night online says found,0
9031,calls amp wasted hrs hold change coming divided awards weather relate flightd flight yall disconnected x please help,1
9032,dont want sympathy want someone make effort find bag,0
9033,spoke someone told breast pumps arent medical equipment planned better,0
9034,referred back baggage services left airport seat,0
9035,thank much,2
9036,left personal stuff us phlbos hour ago went baggage told plane left call,1
9037,first impressions hard reverse horrible first experience never fly,0
9038,phone number email address customer service,1
9039,going planned understatement flight changed werent family emergency id cancelled flight,0
9040,hours plane least got us direct flight couple hours late flightr united,0
9041,sadly didnt help meeting work today seeing presentation major strike,0
9042,eyes looking pandu better chance bringing home,0
9043,bag still lost get anyone phone assist tracking updates stopped,0
9044,thanks,2
9045,make reservation,1
9046,didnt make reservation yet changing name dividend miles account,1
9047,minutes im trained cmon cant better,0
9048,qualify free st checked bag applied checkin using companion tickets,1
9049,direct number dividend miles account info every time try get actually hung,0
9050,trying use chairman upgrade cert flt told option open seats thanks,0
9051,ive trying call since yesterday keep getting hung get,0
9052,whats charge oversize overweight,1
9053,legal last name technically name change used wrong name,1
9054,award travel ticket since different last name simply need change,0
9055,hi dividend miles account accidentally listed newly married name opposed legal name trying book,1
9056,ok thank youi call spain us seating assistance,0
9057,check bags final destination even though bought separate tickets iad phl phl israel,1
9058,day coffee amp working toilet read domestic airlines whining foreign competition coincidence openskies,0
9059,much check golf clubs flight might oversized,1
9060,im unable use departing flight still use returning flight,1
9061,possible cancelled flight reservation online,1
9062,ive hold rebook cancelled flighted flight two hours know weather huge impact anticipate,0
9063,hold hours believe overcharged flight need immediate explanation help,0
9064,thank although using miles card flight booking problems companion tickets booked phone,1
9065,made thx,2
9066,still hold hr minsthank god chairman status status match delta,0
9067,phone line call isnt affected bad weather trying book vacation,1
9068,worst customer service cant even get rep got ta kidding,0
9069,beamske maybe hold minutes would amazing,0
9070,beamske real live person talk person whose luggage lost days vacation wrecked yorkshire,0
9071,clt departures delayed hoping make connection lengthy take delay endless taxiing clt,0
9072,im glad beamske retweeted otherwise would ignore numerous tweets sent fucking amazing,2
9073,frustrating still gotten back bag sent ny mystery shame time,0
9074,never travel us airways flew la dc last night nd time airline bags didnt arrive,0
9075,haha worries guys best spelling name correctly,2
9076,like call iv trying since yesterday one answering,0
9077,csr phl suck flt gets cxd get rebooked next day standby hopeful,0
9078,hello anyone behind twitter account badcustomerservice,0
9079,keep getting hung please respond book ticket wont able buy one unless speak someone,0
9080,hey yeah last time got phone call flight cancelled flightled dca bos,0
9081,prepared weather want find take train phl catch connection,0
9082,deciding wreck vacation losing luggage cancelled flighted flight go maneuver,0
9083,see board tomorrow,2
9084,hold minutes calling flight delayed type service acceptable,0
9085,hold hours something could done less minute availableyour site ux awe full,0
9086,drop fee rt makes sense eu airlines charge aircanada charges reasonable,0
9087,understand still able view reservation online,0
9088,another fiasco national forever jet gate flight rdu,0
9089,good know phone customer service still impaired due bad weather week ago jetblueanyone,0
9090,ok day trying book flight ur system still says due weathercall back late flightr outofbusiness,0
9091,thanks ruiningmy vacation best could done without,0
9092,americanair honeymoon delayed day gas cap screwed flight frustrating,0
9093,policy needs serious revision babies fortunately choices choose southwest,0
9094,still ignoring question usairways consistently providing poor customer service,0
9095,hotels still dont work folder business casual clothes worst,0
9096,oh got right agent kept putting hold still didnt fix problem,0
9097,reflight booking problems event im flying attend waiting jetway driver still tarmac,0
9098,baggage team recording tells bag still hasnt found delayed baggage link web conveniently working worst,0
9099,trying weeks use,0
9100,give free baggage mess,0
9101,gate traffic dca flight arrived earlyconnecting flight leaving minutes several us stuck hold plane,0
9102,really feel like company needs evaluate policies amp realize transfers possible tickets,0
9103,know probably way get cheaper airfare ticket flight leaving hours,1
9104,seriously see ive spent days multiple hours hold hang hours,0
9105,waiting flight right thanks,2
9106,add tsa pre number existing reservation,1
9107,please someone call,1
9108,back gate opposite wheels im sure well get thete eventually thanks,2
9109,r u aware wait time talk sales agent always minutes unacceptable least employ call back feature,0
9110,amp americanair flight cancelled flightled yesterday delay today robbed daughter days grandparents thanks,1
9111,connecting charlotte houston mechanical issue determined qd take checked bags,0
9112,dm please regards update lost bag please,0
9113,need retrain us lead flight attendant gate agent arrival mke horrible attitudes toward helping customers,0
9114,youre batting every flight ive taken delayed worst airline ever,0
9115,knows customer service thank starting week vacay amazing note thank sarita,2
9116,arent updating flight statusdelays,0
9117,theyre also saying clt flights delayed youre showing system makes impossible figure,0
9118,nope announced headed back gate,0
9119,pretty sure didnt actually take,0
9120,well horrible flaw system hours past day ive wasted ive got job amp family crazy,0
9121,sitting feet open gate,0
9122,wasted another hour life hold insanity another way use voucher payment online,0
9123,whats wrong plane flt,0
9124,united two broken airplanes two days late flightr im stranded funeral missing last semester college,0
9125,americanair day amp still luggage chkd statusawaiting asgmnt driver since yest,0
9126,flight clt phl st listsomeone else got spot rude employee coach wouldt give id said cute red head,0
9127,asked needed take yellow tag said told expect personal apology unacceptable,0
9128,since jan flights disrespect clt flt pm feb dca asked herba question,0
9129,nah flight next week inside chairman day window still havent released last open first seat,0
9130,flight clt morning snowing head airport,1
9131,ive hold min trying change reservation,0
9132,uk citizen uk number could try,1
9133,spent hours got nowhere entire experience epicfail,0
9134,changing flights explanations still dont confirmation disappointed service,0
9135,nope yet,0
9136,make sure never use incompetent airlines luggage delivery hours,0
9137,flight cancelled flighted saturday luggage airport today im supposed delivered pathetic,0
9138,thank allowing spend money vacation buying things already bought,0
9139,thanks much ruining vacation really couldnt done without,0
9140,like im trying leave earlier fun dont want get stuck dc bad weather rdu,0
9141,flexibility part would nice love southwestair theyre flexible amp trying take,0
9142,excited ill flying syracuse interview dallas friday fa position goal amp dream mine,2
9143,thank reaching hopefully request fixed remain loyal customer,0
9144,doesnt take days respond already open case,0
9145,great crew flight phx yvr tonight friendly efficient awesome job,2
9146,people going answer calls,0
9147,pilot forgets show work ricky j gate agent gives customers attitude usairwaysfail,0
9148,make reservation well make excuses usairwaysfail,0
9149,thank empathy story luggage thank reaching,2
9150,utterly unreliable didnt schedule pilot us flight seattle flights delayed usairwaysfail,0
9151,yes valuable time lost,0
9152,dont like lied bad weather dc md va ive stuck ca day shouldve home owe,0
9153,yes landed take another hours go min drive assured would,0
9154,disappointment bag arrived kept hrs without options iah,0
9155,cant get back lost time,0
9156,flt rsw could extended courtsey waiting min us gates closed r faces ur fired,0
9157,thanks however feel like system failed solution,0
9158,bag landed day late flight sfo pm still dont flight,0
9159,thanks much got thru phone amp everything fine love website amp app thanks working,2
9160,thanks nothing bought two tix disney friend cant go eat plus new,0
9161,hi im lga luggage clt told come back tomorrow collect guys want cover taxi fare,0
9162,instead fair treatment got nasty letter lady senior management illness forfeits miles like death,0
9163,years ago lost miles bc physically unable fly period submitted doctors note,0
9164,ive never treated badly,0
9165,im glad airline going swallowed american american always picks phone solves problems,0
9166,three months miles havent credited one going read email sent,0
9167,email gets canned response takes days mileage get credited three months miles,0
