,text,sentiment
9112,hes hard please methinks picture head fine,2
9113,thanks little girl loves animals oohs aahs cute,2
9114,life boring without,0
9115,hi man yeah wan na go im maui liloven,0
9116,good morning tweeters happy monday grab big cup coffee new week,2
9117,happy mothers day mi mothers thanks whatever,2
9118,happy mums day kinduhh major crush alex johnson cab,2
9119,wont leave alone accept appology,2
9120,lost friends didnt anything,0
9121,oh see today hehe,1
9123,watching parental control,1
9124,unc budget cuts may rise,1
9125,im garden making pictures weed sweep weather nice see lter people,2
9126,look im following,1
9127,done examsnow focusing summer schooldayuumm lifes hard,0
9128,feel like princess love lingerie parties,2
9129,someone bought domain planned buying yesterday,0
9130,software use design sites im cs student currently hard code everything fastest way,0
9131,definately paris week get job certainly,1
9132,bigi tokyo fashion spree tmr check sih web,1
9133,le monts door closed maybe rich passed pairung well,1
9134,taking brother airport gym,1
9135,company hey kathy happy mothers day,2
9136,actually friend gave files today lol cda files u know convert mp,1
9137,boom boom saw movie last night really enjoyed,2
9138,sleepy earlier didnt get see matt,1
9139,blip misconstrued qs last nights convo song really love rocks morning,2
9140,lunch going home restnot well today,0
9141,headed waterfront quick drink office peepscorsen building course booked suggestions,1
9142,promised would spread cards around indiaand gave someone deck never gave,2
9143,note self dont wear steel toes court house im sayin,1
9144,gaba evrytime listen name tat plce reminded mojojojo dexters lab,1
9145,upset friday night crying,0
9146,baby miss,0
9147,needless say didnt stay find cache,0
9148,may unintentionally snubbed someone due ineptnessshyness feel badly,0
9149,without assistant next week,1
9151,chellebelle hey aww cnt view uk theyre blocked itx,0
9152,oh voting dont worry already voted times earlier,2
9153,even spf besides dont need putting chemicals face spf full block,1
9154,never order chips due unhealthy getting burrito chipotle qdoba doesnt feel right without em,0
9155,like hadnt seen clip though pretty cool,2
9156,hmz second popular page governmental site page fail,0
9157,oooh lush cant sunbathe burn way easily even sun cream im great thanks lovely sunny day,2
9158,yess,1
9159,idea wtf im,0
9160,one bringing snacks,1
9161,wouldnt miss world iccvb meetings monwed fun beginning,2
9162,brought buffalo gb fastest transfer rate usb hddi benchmarked mbs comp,2
9163,great book looks fantastic want,2
9164,ugh love tila haters need shut,1
9165,mum asked us thank introducing us kennys mothers day dinner,2
9166,im sleeping,0
9167,guess much hope nice relaxing mothers day happy mothers day mommies,1
9168,great reason ill trying find excuse go la show,2
9169,eeeeeeeeeee came,2
9170,hanging sam billy veronica going school tomorrow take sam body shops dang car accidents,0
9171,monitor wont turn work mother,0
9172,added spots memphis today visited needed hot dog icon new restaurant settle hamburger,1
9173,get house,1
9174,im nerd reading first many books summer,0
9175,argh watching batman,1
9176,im goodmaking list things todayi week daysi dont want chores things,1
9177,aim working due network problems,0
9178,hey nia used pd hot dayton met cincinnati wiz christmas party hope well,1
9179,know better nothing,2
9181,im fine alsoup way earlylolsoo r ur dogs kut def want pit lol,1
9182,learning play guitar one best things done boredom,2
9183,need move ny sanfran seattle get wortha internet speeds,1
9184,hate feeling like,0
9185,watching click talkin twitter celebritytweet im gon na get ready work,1
9186,finishing homework booo,1
9187,wish wembley,2
9188,sounds like youve nice weekend lady,2
9189,wee done advance audit paper,1
9190,hello palnice c u todayhave gr week,2
9191,got home counting days till friday,1
9192,watching matilda bowl noodles,1
9193,doin homework ugh,0
9194,thanks madam youre lucky coz wonderful dog sooo cute,2
9195,heheuntil comes back fb friends get twitter respite huh jk,1
9196,learn learn learn together,2
9197,listening album youtube awesome cant buy,2
9198,part enough space one drive properly defrag nowhere else put stuff yeah reassembled,1
9199,dont ticket boyfriend isnt might rain im budgetboo tho,2
9200,trying figure tonight see game social events w friends stay home play st drums,1
9201,aww heard missed two,0
9202,head feels sooooooooooo much better,2
9203,pretty good day lets see night goes oh work day tomorrow picnic,2
9205,mothers day classic went really well despite cold start,2
9206,watching original sabrina teenage witch movie different series rad,2
9207,needs wash cats uncool,0
9208,oh hell forgot nonalcoholic cider mondays dinner mpp teetotaler must drive waupoos cases wine car,0
9209,mum would happy receive handbags card us today heheee,2
9210,know love jordiebut best version cg admit itlol,1
9211,patrick come say hi,0
9212,bumper sticker dont want stand troops feel free stand front thank military,2
9214,fun fun night miss night tweets,1
9215,day whats ff im worst,0
9216,followers im sad im losing hope pressure,0
9217,goodness another hit another run,2
9218,someone please tighten bolts brain many parts loose might even missing,0
9219,didnt burn eggs blast food great weekend awesome carne asada,2
9220,looked time bgt mins may hibernate hour,1
9221,ok sister going camping im mad work tomorrow fun,1
9222,hmm wat sleep shure,1
9223,ive sore throat since monday morning im sick hurtin want freakin sleep,0
9224,allergies suck ducks nuts,0
9225,following dont think seen online lol,1
9226,yaayy wait today girls got ta get dressed early going early,2
9227,medhurst play,1
9228,feel like mm mcflurry mmm wont get one coz need look good go states weeks go aaaaahhhh,1
9229,ugh got work think im dang taxi ppl cant say well fault,0
9230,anybody im sooo bored,0
9231,well effed iphone nice knowing,2
9232,watched wolverine yesterday spur moment kinda thing awesome proud south african director,2
9233,dont like fishfingers dont like fish seafood really enjoy,1
9234,lunch japanese sushi restaurant ordered japanese usually sushi places cambodian waitress didnt clue,1
9235,getting cds ready tour,1
9236,left comment blog post,1
9237,wishing could go town weekend,2
9238,course happens day got carwash,1
9239,precious sooo mad,1
9240,well evernote giving away wireless sd cards fllwng thm twitter tweeting abt evernoteeyefi uscan,1
9241,expected warm usual im stuck wearing sun dress cold day,0
9242,really good definitely many people getting burned alive,2
9243,cantttt grandparents,0
9244,hot sat office wan na sun shineeeee,0
9245,need look apartments tomorrow,1
9246,ytony pad thai times last night ragoons lol yumb,1
9247,aww thanks jon thats thoughtfulu know make ladies feel special,2
9248,youtube made fail right maybe hates,0
9249,huh whats wrong unix environment devs,0
9250,installed windows rc far mushroom cloud yet,1
9251,fidel balls,1
9252,horrible appraising peer work americans thinking compose poems maybe one problem,0
9253,awsome voice bored nothin really consider going back school yeah right id rather cry boredom forever,1
9254,tell friends tie railing expect tweet tomorrow headaches feeling tired,0
9255,guess youre talking orlando magic nothing magical,0
9256,rroberts look forward seeing sharing,2
9257,thats kinda cute honest,2
9258,isnt like episodes though sad,0
9259,going take quite easy today actually yesterday great took lot energy going pirating later,1
9260,coza yep live learn,1
9261,lmao true,2
9262,go person click green arrow following youll see remove,1
9263,thats like hear wont unfollow us little people twitter make big u,2
9264,poor baby think allergies amything bc hes way sence monday,0
9265,leaving minneapolis homework going watch brothers tennis match later,1
9266,im watching videos youtube youre funny david oh talented course,2
9267,wish could sleep forever,2
9268,classic snl digital short tonight mother lover ha ha good,2
9269,im going miss seniors much dont goo,0
9270,theres nothing like pillow,1
9271,really good day today,2
9272,wtf twitter doesnt support messages phone wanted able twit vacay poo twitter,0
9273,hav pork scratching,1
9274,getting ready go apartment,1
9275,mueller yes love little bit complicated want bb doesnt work,1
9276,wallace gromit bbc,1
9277,followers random spammers,0
9278,nice inside,2
9279,goooood luck,2
9280,happy moms day,2
9281,wow tricked hoppusday hype today,2
9282,nah acting like show sucked last night,0
9283,mcm still next main event ill happy get back running soon still runless days,2
9284,sprigge keen skydivers take thousands times planes rarely land,1
9285,last library day doomsday urgh nice wake jbum though hes still sleeping cute,1
9286,lol sorry bout today u get else r u guyz doinq cuz c im eligable howeva itz spelled lol,0
9287,happy mothers day mommas mommas currently wonderful day,2
9288,days ca get see paniniii,1
9289,early monday cramming yay weeks left,1
9290,lol monkey,1
9291,omgthank much sending hadnt seen yet loving new phoenix bad theyre coming seattle,1
9292,need replace macbook display chf work hardware almost half mb price,1
9293,mashup monday honour swine flu hysteria,1
9294,checked library website girl dragon tattoo checked,1
9295,maybe wrong week could stayed good didnt,0
9296,happened phone,1
9297,rock week dont think dannys gon na go home week hes never bottom three hes really good singer,2
9298,back almost last haul wagners casa bend,1
9300,went dmv todaysome things never change,0
9301,hate arrival employee parking lot,0
9302,okay someone keys really good hide james game,1
9303,well got home till tmw p comcast right didnt miss,2
9305,hanging bestie,2
9307,areply facebook status little upset,1
9308,mmmmmmm love espressothe app guess real thing helps work efficiently,2
9309,holy need see bad got ta wait tomorrow,1
9310,im allergic bunnies allergic fur sucks isnt cosmic irony furry allergic fur,0
9311,found giveaway wish would known sooner happens unclaimed cities,2
9312,aww friend called said got better job wont working anymore,0
9313,rather outdated bigoted worst outdated patronising imperialist monoculturalist selfrighteous best,0
9314,apparently big fear swine flu passed seat subway morning,1
9315,morning everyone,1
9316,cant go fb found im alien one morning aliens arent allowed fb yayy congratses miss yew tew,1
9317,dm never sent,1
9318,thanks much jonsame mom sweet think us,2
9319,home made red velvet cupcakes pretty good master frosting goodnight,2
9320,tara thai times friends birthdays food pretty bad,0
9321,still taking calls next talk got disconnected got,1
9322,clear catholic wholeheartedly agree ambiguous tcot hhrs,2
9323,wan na go extra show really bad,0
9324,love show would totally go time bandit deadliestcatch tpglove ocean crab legs suspense,2
9325,awww thats fair im lil sad,0
9326,rawr whatnot godawful drawing night tonight even less progress made expected,0
9327,tweet sooo much gahd hahaha,1
9328,owww think tore something leg,0
9329,r lost troopers want know,0
9330,doesnt understand thing wont save photos defo uggo lol,1
9331,really ill look report back,1
9332,c excuses love bein comfy,2
9333,cant use blackberry today sucks,0
9334,im see movie,1
9335,bc catnappedcats always weird dreams,0
9336,ahhh sooo happy ashley tisdale germany oberhausen show tv clock,2
9337,college work sucks much,0
9338,another account,1
9340,definitely easier way saying yes,2
9341,watchin gilmore girlz,1
9342,whew first night day summer werevery sad jesss grad party go tonight,1
9343,cant keep,0
9344,boss come today,0
9345,still havent figured sadly itll take research know whats,0
9346,wasnt nice,0
9347,yes though perhaps wasnt thinking like vague seems popper term,0
9348,getting ready awesome service,2
9349,cant sleep ughh n registration tomorrow suxs shooting star,0
9350,im probably going thing,1
9351,argh color jealous rain asked day still hasnt gone away,0
9352,dude pestered army personnel mumbai airport let hold much request leave,1
9353,california,1
9354,meant say yardhouse waikiki bday dj dozen others,1
9355,made home time shower breakie blackpool later lunch,1
9356,thanks like said facebook made awesomely happy thanks,2
9357,thats soooo pretty mine havnt flowered years,2
9358,confused people pose others twitter mean really homework peoples lives imitate sad,0
9359,lookin work via online watchin shaycarls latest vlog entry youtube textin lady friend beds calling name though,1
9360,omg memory must failed weird since normally forget profession,0
9361,great ill check get work block sims work,2
9362,ill take picture moon tomorrow night gon na happen today,1
9363,buongiorno woke italian lunch,1
9364,leave th back th th,1
9365,follow dm ya,1
9366,cleaning house im boring,0
9368,ha ha surprisingly well considering good time sun mountains,2
9369,gives haiku status inspired michelle yuen sun shining perfect day glorious day outside office,2
9370,loves surprises never surprised,1
9371,much welcome,2
9372,heading bed book good night,2
9373,yes lol thats good one remeber bottoms always top,2
9374,still awake lol finished talking really good brawl player talking smashspaceningcom join website like ssbb,2
9375,waaah cant open eyes wider wan na go back sleep cant sleep properly,0
9376,cousins wake,1
9377,wow free wifi pay parking reduculous,0
9378,following lol dont paying attention little ol mylan,1
9379,fantastical,2
9380,frank ups last day today sad see go best delivery guy ever hope new guy fucktard,0
9381,well youre ever headed back west coast hit tiny place hack hang beach,2
9382,brill night girls met terry christian tv really lovely home berocca toast,2
9383,eating breakfast getting ready go school,0
9384,sad day lucky enough realize got parking lot,1
9385,wish famous like people im following,1
9386,im mad im going missing maine tomorrow takes effing day fly florida,0
9387,happy mothers day mommies therewe love,2
9388,phew long day havent gotten work yet,0
9389,saw hannah montana movie today best awesomeeeeee hannah miley rocks lol,2
9390,getting anxious blink new album,0
9391,feeling like im gon na fall asleep time cant,0
9392,hanging cousin jimmy hopefully hanging friend,2
9393,mothers happy mothers day nonmothers happy sunday th may,2
9394,im work trying hard succumb poor mentality due severe allergies boo,0
9396,got look job weekend,1
9397,bought attics eden madina lake totally amazing,2
9398,sad coz hyd thekas dont beer,0
9399,rsvped qiuqius wedding invitation,1
9400,im currently emarosa new album shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit haha,0
9401,congratulations mr jayel mrs maricar chu wish best world,2
9402,somebody installed vcenter server windows x w sp sp compability matrix,1
9403,new landlord called cant move tomorrow morning way rain parade,0
9404,ngh episode check,1
9405,cant wait make call tomorrow got ta keep moving forward,2
9406,finally done project haha goodnights,2
9407,yeah realise organiser dun let performing artistdjs drink stage tight malaysian laws n rules,0
9408,great longweekend far going run judo tonight blue water retail therapy,1
9410,hundreth update happy mothers day love mum even fuss fighting youre still one,2
9411,ha yea allowed days rest way many interesting ideas incorporate tweetdeck,2
9412,first session yay,2
9413,help computer virus place etsy shop vacation mode sort dont know,0
9414,looooooooooooool thanks,2
9415,thank u soooooo much lil mama xoxo,2
9416,nice day today stuck indoors revising weeks,1
9417,tickets need tickets tickets want ticketttttss,1
9418,got answered,1
9419,started already see far biggest talkers er mean tweeters,2
9420,saw load ambulances police cars car smashed roof lying road thats man dead sure,0
9421,month wks till big day csh,1
9422,cause eyelids deep set thanks would help lot,2
9423,goodnight twitterworld ill tweet yall later goodnight j,2
9424,little things make love,2
9425,pirate voiceaaarrrggghhh got wallet work shermk dammit close yet far im starving,0
9426,vidoe evidence cant wait though need find regular partner end loving,2
9427,nothing much tv seen good stuffthink ill go bed soon hot sleep,1
9428,wish could sat thats super busy day sunday perhaps playing football dolores park youre welcome come hang,2
9429,still following,1
9430,slept hours exhausting fun fun town trip high day far woke good ol fried chicken,1
9431,hotttie poooh ooo bet sounda magical hh im coming home hour,2
9432,ah bank holiday shift work fun,0
9433,wating next metal gear,1
9434,musicnews thanks,2
9435,shud lol device thing doesnt work,0
9436,bed cant sleep something missing,0
9437,im looking warblers seen yellow far blue grey gnatcatcher,1
9438,took cutest pics andy yesterday dont used bros fancy dslr didnt time upload want,1
9439,working watching milk,1
9440,dont like justin means somthing mileyso respect love miley,1
9441,really brave best thing rest get better get well soon alexi,2
9442,tell brad said hi drink sing morgan,1
9443,found morning got subscribers thx check lillysan awards li,2
9445,bummed f f f broke,0
9446,brilliant thanks sure brownie points get though,2
9447,dam wish celebs could frikken follow baaaaaaaaaaackkkkkkkk,0
9448,need coffee getting serious withdrawal symptoms,0
9449,today bank holiday many places open tomorrow welcome back,1
9450,doesnt twitter extend number limit littttttle bit atleast,1
9451,nope day,1
9452,thanx love,2
9453,alough hold word need rain,1
9454,soch hah nooo obly one aumfff hate nick datin miley,0
9455,lol im night owl queen,1
9456,well friday usually start something awsomeim sure thatll time around got ta shake,2
9457,came back cat,1
9458,thats makes amazing mother happy mothers day solo luv ya,2
9459,mei missing dad year,0
9460,jake signing twitter,1
9461,scary guy colbert,0
9462,aww sweet,2
9464,another week starts,1
9465,im packing angry eyes incase,0
9466,henrie hey david youre hot,2
9467,happy sunday sunshine frankfurt hope mothers enjoy day,2
9468,pitty wasnt arnd huh wld rlly wet otherwise wedding gr gd time lots smiley faces,1
9469,im going eathomeworktvi dont know yet,1
9470,walah still getting full idea,0
9471,feeeel like ima die way rainforest need girls spa day asap,0
9472,ha english portfolio finally finshed annnd comm final youre half done whoa time sleeps night,1
9473,pm today quiz time goat game shows play prizes plus toss tommy free drinks today x,2
9474,lakers baby lakers ill miss game tmwr work youll keep posted please,0
9475,cool lil night berries eat pizza waitin,2
9476,love goes kanoa sorry loss dear,2
9477,ummnope anymoree,1
9478,oh nice hope wonderfully relaxing day,2
9479,getting upset listening say want speak mitchel darn phone got money x,0
9480,feeling much better history research,2
9481,learned hard way firewire isnt backwards compatible firewire,0
9482,yippee darling girls love sooooo much thrilled found,2
9483,nearly grand prix time,1
9484,oooooo like anywhere near mommy good,2
9485,omg forgot lucky thing hope fun x,1
9486,migraine fighting way back last night,0
9487,found controls left hand people like twitterrific excellent,2
9488,creative party moi,1
9489,muhahaha youve joined tweet cult lol heya btw twitterific good iphone app use,2
9490,im still bandwagon figured ive ride far might well see happens,1
9491,wow calm evening,2
9492,shipping handleing soooo expensive entire order ordering yet,0
9493,hay twitter happiness score swp think dropped point since yesterday,0
9494,good morning rob,2
9495,bidor eating wantan mee n drinkin cham ping,1
9496,even miles miles apart youre still holding heart days jonas brothers concert experience wcandice,1
9497,better also yes unf unf lisa still hasnt gotten btw smacked,0
9498,gus formally known worlds ugliest dog died well miss gus,0
9499,breakfasted jump shower heading land black pudding playoff part,1
9500,looove,2
9501,headed today shopped mothers day gifts love bbws new scents finished book bought yesterday,2
9502,pretty perfect eh yes cannabis saw signs global marijuana march,2
9503,hate say cla really press conference something today,0
9504,waking star wars end title song sorta awesome also kinda creepy,1
9505,junejuly,1
9506,hong kong great crazy english names friend works miss chewbacca leung,2
9507,lmao need shopping partner today,2
9508,im still pumped concert saturday come,0
9509,trending topic happy star wars day,2
9510,truong ahhh hb done cause still hoping encore snsd lol,1
9511,london shows,1
9512,friends ent industry said really really good hopefully convince wife date night hhrs,2
9513,dont say really miss red porsche sold yrs ago,0
9514,pretty fun way write resignation,2
9515,got kicked tripoly lol got bad cards suck,0
9516,sucks save,0
9517,wishing could famous acting dancing,2
9518,com thanks,2
9519,sister said yayyy hannah hoedown today haaaa hannah hoe apparently hoe,1
9520,dude wannnnaaaa goooooo,1
9521,musings good morning raining,2
9522,waiting laundry finish go home think ill nails wait,1
9523,aw thanks slowly getting yep tweaked knee late third basically stood still last games,2
9524,swoobs swass hell air today packing blech,0
9525,dreary rainy crappy day,0
9526,lol thanks glad time spend cant imagine trying go work right,1
9527,wont guys retarded,0
9528,skies want dance havent really listened song since left makes miss,0
9529,checking zensify iphone works fine landscape typing,1
9530,hoping least fun nite today horrible way start birthday,1
9531,dr office abbies second round shots,1
9532,get baileys tongue clipped,1
9533,castiel angle,2
9534,uploading soon,1
9535,dont feel good eating food ugh,0
9536,cooking microwave pizzas yummy,2
9537,oh went friend myoh last night ran tarsier pins sad really cute,1
9538,love crowded cars ayanna,2
9539,wait electrik red richgirl im sucker later,0
9540,lol joyologist love much better happy freak cant stop smiling enjoy monday,2
9541,didnt know blog thats awesome,2
9542,nnouns ikr parents take cake tho dont grocery shop go eat time,1
9543,totally needed sleep need stretch wash though,1
9544,hate late,0
9545,youre welcome actually swedish fans trying get mcfly us close,2
9546,bosworth hey lo,1
9547,sugar free gone stead grand good grand bit cheesy,1
9548,woo whole earth tonight maybe tomorrow let know come back yay wikipedia,1
9549,im okay,2
9550,want leaveeeee guranteee wont find nobody else like meeee,0
9551,coffee making,1
9552,wants hear voice,1
9553,month old african grey parrot sad sale reptile forums uk,0
9554,wow constantly ranting love genghis grill never colorado,2
9555,hahahahaha u look really good ur picture,2
9556,tired last group day performing interesting one,2
9557,rockin river tonight,1
9558,one go see tiesto,1
9560,ooh yay forevs since last ss tv baked dinner good yummy prawns,2
9561,really want go nets,1
9562,downside getting tdl days early wont time read til next week anyway still hurrah clutches close,2
9563,guys would interested watching get tattooed tomorrow let know,1
9564,thanks awesome,2
9565,im lonely right maybe sade got feeling like,0
9566,thats awesome man sent affiliate link lol oh well,2
9567,back home,1
9568,recordings alas occuring office central london,1
9569,heidi finished set stiff kitten aundy,1
9570,omg brings back high school days,1
9571,good morning thank hot cup tea,2
9572,got crush song discos murders ruleaz zic wwwmyspacecomdiscosoutmurdersin,1
9573,omg mummy bought icecream,2
9574,something totally eating broc cab beans insecticidal soap isnt getting rid pests dont want chemicals,0
9575,hey mr danger,1
9576,sorrybut bet arent bad,1
9577,one else muhahahaaaa well maybe jesse,1
9578,donenow another gem day cape town,1
9579,please snl every week couldnt quit laughing usnlbest nite ever,2
9580,hes outta ofc til monday grand kinda bummed bc genuinely sick theres nuthin,0
9581,cyborgs theres small leap,1
9582,feeling today going amazing,2
9583,july issue oxm dont anything link right,1
9584,really really getting excited,2
9585,went pole class feeling discouraged hopeless cones dancing sexy moves spreading legs,0
9586,lowerleft molar stings whenever comes contact sugar sort,1
9587,well word bat baseball viggo bat tiny little thing,1
9588,misses much,0
9589,trusted matt life picture funnnn night though,2
9590,home sore knee,0
9591,good sized family room cramped watched match room watched tv iplayer kids asleep,2
9592,lovely profile website neat love gary ticker,2
9593,super massive sandwich mom made last nightohh yummy btw happy mothers day mom,2
9594,lol blows kiss u catch daddy neways im chillin hun u see u early u sleep,2
9595,long lost friend,0
9596,fries plus greentea mmm,2
9597,drinking bud light lime,1
9598,im trying sleep working,0
9599,yes win,2
9600,amazing time dancing dj dan ruby skye tonight im still looking roommate sf know anybody,2
9601,jus sittin da libray stupid computer wont let order mac foundation,0
9602,sounds pretty cool great job man,2
9603,hahaha tempting nvm la im quite klutz actually fare better hp cam lol,2
9604,today alot fun love family sammy hernandez caitlin hughes goodnight,2
9605,cant eat hot pocket anymore without thinking jim gaffigan,0
9606,safe easy travels mills ill miss u,1
9607,bummer tomorrow friday,0
9608,working allllllllll weekendhow thrillingand say bye goshy sunday cause leaving poland months,0
9609,sooo confused days glad back lillestrm,1
9610,happened doctors dont get sick hope get well soon,1
9611,isss boredddd got ta morningg,1
9612,tired n wants sleep bed,0
9613,hai,1
9615,good job logies year hell funny youre right baggin logies tradition aussie,2
9616,going bed love jonas brothers last time megan together weekend premiere jonas lauryn,2
9617,definitely need work business trip much free food alcohol im sure ive gained pounds,2
9618,thing hate playoff pens hockey much tickets wanted go game ticket,0
9619,need job keep watersthought one apparently casual search,1
9620,finished watching series return chasers war everything really quite compared used,0
9621,want go tonight aint go money one go takers,0
9622,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases hours minutes fail,0
9623,haha drunk golf sounds awesome predict great score today,2
9624,enjoying lazying around eating roses chocolates x,2
9625,movie night kate,1
9626,stop making assumptions dont even know haha stupid thanks defending matthew,1
9627,happy mothers day mum,2
9628,know buffie sitting office instead going see ms kane major bummer,0
9629,stubbed little toe morning file cabinet turning black,0
9630,think destiny officially gone crazy hahahaha,2
9631,hey fellow trojancongrats graduation,2
9632,feeling lonelydh night shift,0
9633,awwwwwwwwww thats jusawwwwwdid get start like,1
9634,havent one long time expensive,0
9635,never thought id say miss job commute cubicle free food coffee downtown quit,0
9636,doesnt understand twitter,0
9637,morning hope good day despite revising,2
9638,actually sweden ikeas rooms stay night though ill stay across street,1
9639,going jacks dinner bff,1
9640,sad id love talk live uk cant wait new album please say hi,1
9641,finally made phoenix home,1
9642,thats ill sticking twitter clients,1
9643,never better follow local tweeples right,1
9644,ok im pc world tweet u later lol,1
9645,wants meet jeff hardy beth britt bad soo annoying x x,0
9646,feel really emotional great seeing pics keeping gon na,2
9647,one million people dmv today,1
9648,found ill food engineer future life cool iphone app called afterlife,2
9649,awww love charlies enjoying lucky food lol,2
9650,thanks tip company laptops aiming another solution actually,2
9651,intx know mean,1
9652,tattoo hey girl im new follower think awesome youve gotten chance get close donnie cool,2
9653,moving makes sore dunno gon na make getting close,0
9654,stupid hip hate cant even break new kicks grrrr,0
9655,thats good sorry hear park,0
9656,headed venue bbl,1
9657,feel like today got speeding ticket st since yearsblows,0
9658,feeling stressed strung awake mind buzzing mrs dr talking,0
9659,deathstar destroys starship enterprice cant get enough video starwars startrek,0
9660,nocturnal serendipity kashmir important means end,2
9661,doubtful going,0
9662,way work im kinda sad,0
9663,seems like win win situation,2
9664,time head back home business done,1
9665,work dont know im exhausted,0
9666,exam active directory tomorrow,1
9667,thanx showin luv,2
9668,coming back drom camp cell fone reception im happy back qld little bit tired,2
9669,happy mothers day mum love lots month days go month go bby love bash,2
9670,gah buddy k must hang person right miss along parker mcphee,0
9671,sars really got,0
9672,found one coworkers actually like leaving,0
9673,love mom,2
9674,reason cant find latest arena magazine folded due recession grrrrr gqfhm survive justice,0
9675,dollaz yayyou like ct people always tryna theyve never even,1
9676,debating whether go bed start reading last harry potter book even though soon start reading wont wan na stop,1
9677,cafe sky dining plangi,1
9678,butlers watching dr farmer rock w hispanic jimmy hendrix drinking cosmos,1
9679,simonidol might say life sentences good enough chester stiles one year old child f,1
9680,want walk x,1
9681,location thing ubertwitterit option include locations jon uses uber lol,1
9682,best hair ever totally jealous mines unfixable forget leave sunglasses stuck long,1
9683,hi everyone miss much muahhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1
9684,show house rocked saying goodbye soon,1
9685,could kill hollyoaks made sad,0
9686,cant believe almost got put rescue group went got,2
9687,snuggled bed reading,2
9688,wow sleep eyes open tis amaze lie,2
9689,west coast timegettin ready catch flight back homesoooo excited go back two fav boyzzzz puppy n bf,2
9690,hey good weekend buddy,1
9691,thankful last minute doc appointments baby girl temp sitting docs waitin,2
9692,go clothes shopping tomorrow hate serious clothes falling apart situation,0
9693,im scotts fatty,1
9694,thats favorite partlolok ill keep stock alot,2
9695,im currently using microplaza found via link comments blog,1
9696,ok going sleep real good night twitter land,2
9697,im stuck la love turns road rage lol,0
9698,may th happy star wars day starwarsday geek dork fb awesome,2
9699,following cause ordered,1
9700,bye bye south beachu never let,1
9701,got back week jamming french city meyrueis feel hella replenished,1
9702,sry missed calls fell asleep boredom colorado sunrise enjoyable though actually could hear xd,1
9703,wan na see upppppp,1
9704,im also plurk try,1
9705,watching ps love eating chinese food else youre home alone friday night,1
9706,friends im deeply sorry im moving miss u much,0
9707,hey glad friday happy ate bad apple,1
9708,second hit reply tweet asked stop playing music sad someone sing key works,0
9709,uploaded runs onto nikepluscom run rowrow run,1
9710,eew cheese hate cheese,0
9711,jane okay well dont feel bad lmao,2
9712,jess invited feel really unloved u aj right hahaha,0
9713,wish dog,2
9714,needs little lie feeling great today boo,0
9715,moving office tomorrow years one sad day,0
9718,happy mothers day mang thank love,2
9719,finally making headway family room home finally begining look like btw dial go die,2
9720,feels like whenever lays hate heartburn backaches,0
9721,drove mazda rx today boy car fun sadly though dont find car much fun,1
9722,hot im disneyland,0
9723,wow dude said better bobbi lewis never heard guy take compliment read bl web site,2
9724,im getting back,1
9725,didnt bring connector camera tripsaving new photos wait another week,1
9726,tummy hurtsagain,0
9727,omg feel bad good,0
9728,lost luggage sorry hear check selection travel luggage,0
9729,oopsie origami box made looks like strawberry allowed teach,1
9730,ready mothers day,1
9732,rumage around topless freezer find something eat found suspect pizza,1
9733,heyheyheyy happy star wars day watcha doin friday movie,2
9734,people dont get fender benders way school doesnt happen hahahahah,2
9736,cold getting chill,0
9737,whoops start treknot start duh,0
9738,need friend right feel like mmmm sosad,0
9739,massive headache want eat nachos,0
9740,starting feel really old,0
9741,waiting next release,1
9742,would love sleep pete lmfao jk,2
9743,ily babe sweet dreams,2
9744,ozzy back vet feeling well looks sad possible uti results tomorrow,0
9745,another interview please somebody hire im late,0
9746,two clock morning,1
9747,alison great around miley love meet see tell give shoutout fan,2
9748,mango medley yummy mango mango ice cream,2
9749,oo oo must compete let login work email see top,1
9750,ryall thought star trek person wasnt crazy new movie,0
9751,go pick roomate airportno house,1
9752,blah registered coach summer eh tourney starts july th vacation th fk life haha,0
9753,night alone pianoand pro tools session ill take anytime,0
9754,coins people,1
9755,weekend looks sloppy looking forward great week great customers,2
9756,id poke uon face book u dont lol,1
9757,taking break sewing dishes,1
9758,love dawn replicants love music monday,2
9759,hate working especially weather good,0
9760,workies dad aw sucks working saturday morning im study exams,0
9761,wifeyyyyyy likey u siky,1
9762,sure like way learn new language prefer location practice ask qs get answers,1
9763,tres rude victor,1
9764,still direct message hell complaining ill c ya u dont answer ill ask,0
9765,found earlier today im going uncle,2
9766,starts june,1
9767,yay mom bought sakura bodyshop lotion,1
9768,lovely day yesterday weather great stupid slapton,1
9769,go spanish mass sunday write couple papers boo,1
9770,shoooot aunt home soon im crying eyes,0
9771,brother left day,1
9772,mums trying make feel ebtter stopping voting adn winning shortstack almost cried,1
9773,darren linkedin yes say twitter friend never idk people,1
9774,benzo first step recory admitting,1
9775,thing transparency selective opacity,1
9776,get day still aint hit love,1
9777,someone take la need see lemon tree,1
9778,constantly listening song fly mebc cutest songpeter pan wendy turned fine,2
9779,im lol,1
9780,almost almost thanks good save z,2
9781,standing tailbone killing,0
9782,sad feel bad hear look like mid like something u wld see lifetime,0
9783,dm email addy n ill fwd dem ya,1
